[2026-03-12T16:38:50.099683Z] | [0.54] | [0f7dcd1e] | [Banco Unión S.A.]
[2026-03-12T16:39:00.470747Z] | [3.86] | [9d2c92ba] | [Banco PYME de la Comunidad S.A.]
[2026-03-12T16:39:00.472890Z] | [1.38] | [1fefa73b] | [Banco PYME de la Comunidad S.A.]
[2026-03-12T16:39:00.474394Z] | [3.07] | [01fc3fd0] | [Banco PYME de la Comunidad S.A.]
[2026-03-12T16:39:00.475830Z] | [3.72] | [644090e1] | [Banco PYME de la Comunidad S.A.]
[2026-03-12T16:39:00.478189Z] | [0.95] | [a6abfc0b] | [Banco PYME de la Comunidad S.A.]
[2026-03-12T16:39:00.480266Z] | [2.79] | [07fa243e] | [Banco PYME de la Comunidad S.A.]
[2026-03-12T16:39:00.482028Z] | [2.0] | [5e0b5f79] | [Banco PYME de la Comunidad S.A.]
[2026-03-12T16:39:00.483639Z] | [0.52] | [f4de113c] | [Banco PYME de la Comunidad S.A.]
[2026-03-12T16:39:00.485085Z] | [2.61] | [c69f7295] | [Banco PYME de la Comunidad S.A.]
[2026-03-12T16:39:00.486577Z] | [2.9] | [1f392bf2] | [Banco PYME de la Comunidad S.A.]
[2026-03-12T16:39:00.487997Z] | [2.19] | [29e02c1e] | [Banco PYME de la Comunidad S.A.]
[2026-03-12T16:39:00.489511Z] | [2.75] | [2d367ba8] | [Banco PYME de la Comunidad S.A.]
[2026-03-12T16:39:00.490894Z] | [2.37] | [274f26d5] | [Banco PYME de la Comunidad S.A.]
[2026-03-12T16:39:00.492749Z] | [2.17] | [2e11678b] | [Banco PYME de la Comunidad S.A.]
[2026-03-12T16:39:00.494496Z] | [3.59] | [de2ecfb2] | [Banco PYME de la Comunidad S.A.]
[2026-03-12T16:39:00.496875Z] | [2.29] | [a7e5292d] | [Banco PYME de la Comunidad S.A.]
[2026-03-12T16:39:00.498484Z] | [0.84] | [4b88ae9a] | [Banco PYME de la Comunidad S.A.]
[2026-03-12T16:39:00.500101Z] | [1.89] | [a736bc55] | [Banco PYME de la Comunidad S.A.]
[2026-03-12T16:39:00.502190Z] | [3.94] | [50e01528] | [Banco PYME de la Comunidad S.A.]
[2026-03-12T16:39:00.504231Z] | [1.28] | [e630f3aa] | [Banco PYME de la Comunidad S.A.]
[2026-03-12T16:39:00.505856Z] | [1.89] | [b0edf4bd] | [Banco PYME de la Comunidad S.A.]
[2026-03-12T16:39:00.507440Z] | [0.71] | [d7f2f8a3] | [Banco PYME de la Comunidad S.A.]
[2026-03-12T16:39:00.509482Z] | [2.72] | [e7d24e4c] | [Banco PYME de la Comunidad S.A.]
[2026-03-12T16:39:00.512183Z] | [0.64] | [48dff38a] | [Banco PYME de la Comunidad S.A.]
[2026-03-12T16:39:00.517108Z] | [2.47] | [bce7c2bd] | [Banco PYME de la Comunidad S.A.]
[2026-03-12T16:39:00.519371Z] | [3.14] | [90131d2d] | [Banco PYME de la Comunidad S.A.]
[2026-03-12T16:39:00.521125Z] | [0.92] | [5913d496] | [Banco PYME de la Comunidad S.A.]
[2026-03-12T16:39:00.535961Z] | [1.89] | [17fcb40b] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.539602Z] | [0.68] | [d1905244] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.542119Z] | [2.52] | [03777308] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.543800Z] | [2.42] | [c0450f9c] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.545429Z] | [1.39] | [36cdaf34] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.546991Z] | [3.8] | [38309c50] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.548603Z] | [0.75] | [c1f8549d] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.550294Z] | [3.47] | [575db4b7] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.552244Z] | [1.29] | [c6480846] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.558112Z] | [0.81] | [370fa57d] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.559774Z] | [1.89] | [b9938e78] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.561354Z] | [2.25] | [fcbcd638] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.563034Z] | [2.46] | [7711d84d] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.564956Z] | [2.56] | [caa8b19b] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.566469Z] | [1.01] | [ed06fd76] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.567873Z] | [3.11] | [8b6bcf66] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.569308Z] | [3.4] | [8ddabf43] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.570751Z] | [1.17] | [67a13c95] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.572747Z] | [1.39] | [21f9a86e] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.574474Z] | [3.66] | [7a249680] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.579633Z] | [1.59] | [b3614034] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.590362Z] | [1.21] | [4d47310a] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.593678Z] | [0.93] | [8b13f4f1] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.597817Z] | [2.62] | [5c362ae2] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.601149Z] | [1.58] | [24ce81a5] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.604731Z] | [0.69] | [ac32f928] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.606337Z] | [3.1] | [3dde0ee9] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.607982Z] | [0.59] | [8735417a] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.609563Z] | [1.2] | [13bcbd8f] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.611167Z] | [3.62] | [e129ce34] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.613410Z] | [2.97] | [a09642f7] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.615569Z] | [1.3] | [b30a782c] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.617639Z] | [2.22] | [6d83ca3b] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.619894Z] | [0.75] | [f11028c2] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.621544Z] | [1.48] | [f3c9c593] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.623145Z] | [3.14] | [b72e56fe] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.624768Z] | [3.85] | [22847576] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.626377Z] | [1.96] | [0465d067] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.627861Z] | [2.3] | [00df18fd] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.629237Z] | [2.6] | [46efe3f3] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.630699Z] | [1.64] | [01d2a9a2] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.632191Z] | [1.0] | [8c6a92ae] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.635269Z] | [2.56] | [7e4b9c20] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.636669Z] | [3.91] | [6d93c9de] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.638144Z] | [2.69] | [9c01448d] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.639543Z] | [3.53] | [5861a249] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.640899Z] | [2.53] | [36957658] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.642344Z] | [2.71] | [61bdb578] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.645117Z] | [1.27] | [af0354ae] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.646732Z] | [3.4] | [112bb382] | [Banco de Desarrollo Productivo S.A.M.]
[2026-03-12T16:39:00.648404Z] | [3.43] | [6f70b4e7] | [Banco de la Nación Argentina]
[2026-03-12T16:39:00.651072Z] | [3.7] | [bd4e92c5] | [Banco de la Nación Argentina]
[2026-03-12T16:39:00.654170Z] | [3.12] | [dbf86a2b] | [Banco de la Nación Argentina]
[2026-03-12T16:39:00.656272Z] | [0.55] | [d4be6730] | [Banco de la Nación Argentina]
[2026-03-12T16:39:00.658105Z] | [0.8] | [4a3f2d11] | [Banco de la Nación Argentina]
[2026-03-12T16:39:00.659865Z] | [3.29] | [2cfea3dd] | [Banco de la Nación Argentina]
[2026-03-12T16:39:00.661777Z] | [1.78] | [e7d09218] | [Banco de la Nación Argentina]
[2026-03-12T16:39:00.663768Z] | [3.16] | [7dd828de] | [Banco de la Nación Argentina]
[2026-03-12T16:39:00.666065Z] | [3.09] | [5ffaddac] | [Banco de la Nación Argentina]
[2026-03-12T16:39:00.668290Z] | [2.77] | [fd30a0fd] | [Banco de la Nación Argentina]
[2026-03-12T16:40:07.636848Z] | [3.84] | [5fcaae20] | [Banco Unión S.A.]
[2026-03-12T16:40:07.638488Z] | [1.17] | [8afa339f] | [Banco Unión S.A.]
[2026-03-12T16:40:07.640289Z] | [1.34] | [67d69b4c] | [Banco Unión S.A.]
[2026-03-12T16:40:07.642022Z] | [2.3] | [16715fae] | [Banco Unión S.A.]
[2026-03-12T16:40:07.643730Z] | [1.27] | [53d699f9] | [Banco Unión S.A.]
[2026-03-12T16:40:07.645430Z] | [2.04] | [3c2f03c9] | [Banco Unión S.A.]
[2026-03-12T16:40:07.646984Z] | [3.65] | [9ed61811] | [Banco Unión S.A.]
[2026-03-12T16:40:07.648380Z] | [2.99] | [778baaed] | [Banco Unión S.A.]
[2026-03-12T16:40:07.650185Z] | [1.01] | [4dc3bc18] | [Banco Unión S.A.]
[2026-03-12T16:40:07.651652Z] | [1.36] | [9bf09e9e] | [Banco Unión S.A.]
[2026-03-12T16:40:07.653502Z] | [0.65] | [3fd7fb8a] | [Banco Unión S.A.]
[2026-03-12T16:40:07.655868Z] | [0.88] | [80b4870f] | [Banco Unión S.A.]
[2026-03-12T16:40:07.657218Z] | [2.22] | [4057016f] | [Banco Unión S.A.]
[2026-03-12T16:40:07.658651Z] | [3.36] | [5b04a07c] | [Banco Unión S.A.]
[2026-03-12T16:40:07.660045Z] | [3.79] | [261e6d1d] | [Banco Unión S.A.]
[2026-03-12T16:40:07.661412Z] | [0.96] | [c733a3c3] | [Banco Unión S.A.]
[2026-03-12T16:40:07.662802Z] | [2.39] | [15a8b3e5] | [Banco Unión S.A.]
[2026-03-12T16:40:07.664179Z] | [0.72] | [a96724ca] | [Banco Unión S.A.]
[2026-03-12T16:40:07.665675Z] | [1.85] | [7222c77e] | [Banco Unión S.A.]
[2026-03-12T16:40:07.667014Z] | [2.31] | [534f1c8a] | [Banco Unión S.A.]
[2026-03-12T16:40:07.668373Z] | [3.35] | [dd2637e5] | [Banco Unión S.A.]
[2026-03-12T16:40:07.669703Z] | [0.94] | [53972b7c] | [Banco Unión S.A.]
[2026-03-12T16:40:07.671035Z] | [0.73] | [fc3f5d7f] | [Banco Unión S.A.]
[2026-03-12T16:40:07.672377Z] | [2.16] | [6a0c37aa] | [Banco Unión S.A.]
[2026-03-12T16:40:07.673703Z] | [0.53] | [fb35cbea] | [Banco Unión S.A.]
[2026-03-12T16:40:07.675106Z] | [1.38] | [0e9c46c2] | [Banco Unión S.A.]
[2026-03-12T16:40:07.676461Z] | [2.3] | [78cb2abd] | [Banco Unión S.A.]
[2026-03-12T16:40:07.677781Z] | [0.63] | [32b709f3] | [Banco Unión S.A.]
[2026-03-12T16:40:07.679098Z] | [2.98] | [900620a0] | [Banco Unión S.A.]
[2026-03-12T16:40:07.680443Z] | [2.32] | [223f180e] | [Banco Unión S.A.]
[2026-03-12T16:40:07.682702Z] | [1.27] | [8b330e9b] | [Banco Unión S.A.]
[2026-03-12T16:40:07.684133Z] | [1.86] | [12be3745] | [Banco Unión S.A.]
[2026-03-12T16:40:07.685481Z] | [1.55] | [5a3dc9a0] | [Banco Unión S.A.]
[2026-03-12T16:40:07.686829Z] | [1.41] | [64fa286f] | [Banco Unión S.A.]
[2026-03-12T16:40:07.688192Z] | [3.56] | [a950cf36] | [Banco Unión S.A.]
[2026-03-12T16:40:07.689545Z] | [2.57] | [c05b8312] | [Banco Unión S.A.]
[2026-03-12T16:40:07.690935Z] | [1.52] | [aba1ae46] | [Banco Unión S.A.]
[2026-03-12T16:40:07.692337Z] | [1.33] | [b7903e34] | [Banco Unión S.A.]
[2026-03-12T16:40:07.693684Z] | [2.52] | [65053564] | [Banco Unión S.A.]
[2026-03-12T16:40:07.695049Z] | [3.53] | [afb942b5] | [Banco Unión S.A.]
[2026-03-12T16:40:07.696523Z] | [2.78] | [2a21a73c] | [Banco Unión S.A.]
[2026-03-12T16:40:07.698485Z] | [3.8] | [c9fe6ec9] | [Banco Unión S.A.]
[2026-03-12T16:40:07.699909Z] | [1.15] | [23b44e9b] | [Banco Unión S.A.]
[2026-03-12T16:40:07.701292Z] | [2.73] | [334b5f68] | [Banco Unión S.A.]
[2026-03-12T16:40:07.702677Z] | [2.24] | [204cd794] | [Banco Unión S.A.]
[2026-03-12T16:40:07.704141Z] | [1.68] | [1f08d4ec] | [Banco Unión S.A.]
[2026-03-12T16:40:07.705549Z] | [2.46] | [5fd6be5f] | [Banco Unión S.A.]
[2026-03-12T16:40:07.706950Z] | [2.32] | [9709c2e1] | [Banco Unión S.A.]
[2026-03-12T16:40:07.708434Z] | [1.41] | [6c76df46] | [Banco Unión S.A.]
[2026-03-12T16:40:07.709842Z] | [0.68] | [4c3a51d7] | [Banco Unión S.A.]
[2026-03-12T16:40:07.711213Z] | [2.49] | [411f55b2] | [Banco Unión S.A.]
[2026-03-12T16:40:07.712607Z] | [2.49] | [a2541edd] | [Banco Unión S.A.]
[2026-03-12T16:40:07.713979Z] | [3.98] | [af2979c5] | [Banco Unión S.A.]
[2026-03-12T16:40:07.715347Z] | [2.84] | [d41b014e] | [Banco Unión S.A.]
[2026-03-12T16:40:07.716722Z] | [2.48] | [42e4a0ad] | [Banco Unión S.A.]
[2026-03-12T16:40:07.718093Z] | [1.08] | [a2d97753] | [Banco Unión S.A.]
[2026-03-12T16:40:07.719478Z] | [3.28] | [c60b3d65] | [Banco Unión S.A.]
[2026-03-12T16:40:07.720833Z] | [2.27] | [1eb12082] | [Banco Unión S.A.]
[2026-03-12T16:40:07.722210Z] | [2.87] | [42a5ad38] | [Banco Unión S.A.]
[2026-03-12T16:40:07.723574Z] | [0.66] | [7623d5df] | [Banco Unión S.A.]
[2026-03-12T16:40:07.724930Z] | [2.18] | [57edd58e] | [Banco Unión S.A.]
[2026-03-12T16:40:07.726302Z] | [3.57] | [b6c132f1] | [Banco Unión S.A.]
[2026-03-12T16:40:07.727830Z] | [3.4] | [1fe636a9] | [Banco Unión S.A.]
[2026-03-12T16:40:07.729192Z] | [2.99] | [3e466e43] | [Banco Unión S.A.]
[2026-03-12T16:40:07.730526Z] | [3.43] | [a82023b1] | [Banco Unión S.A.]
[2026-03-12T16:40:07.731888Z] | [3.13] | [8a220d46] | [Banco Unión S.A.]
[2026-03-12T16:40:07.733213Z] | [3.58] | [640fdc49] | [Banco Unión S.A.]
[2026-03-12T16:40:07.734570Z] | [3.8] | [09d571b2] | [Banco Unión S.A.]
[2026-03-12T16:40:07.735910Z] | [3.18] | [aa2dced0] | [Banco Unión S.A.]
[2026-03-12T16:40:07.737242Z] | [2.76] | [7609d3a6] | [Banco Unión S.A.]
[2026-03-12T16:40:07.738570Z] | [2.32] | [5b89a818] | [Banco Unión S.A.]
[2026-03-12T16:40:07.739991Z] | [3.4] | [1c70319e] | [Banco Unión S.A.]
[2026-03-12T16:40:07.741348Z] | [1.31] | [2f076853] | [Banco Unión S.A.]
[2026-03-12T16:40:07.742861Z] | [3.88] | [4360c2d5] | [Banco Unión S.A.]
[2026-03-12T16:40:07.744506Z] | [3.46] | [7ec00ac4] | [Banco Unión S.A.]
[2026-03-12T16:40:07.745910Z] | [3.23] | [1edb5a1e] | [Banco Unión S.A.]
[2026-03-12T16:40:07.747334Z] | [2.23] | [462f13f7] | [Banco Unión S.A.]
[2026-03-12T16:40:07.756115Z] | [3.34] | [41b6c720] | [Banco Unión S.A.]
[2026-03-12T16:40:07.757466Z] | [2.04] | [767cfa05] | [Banco Unión S.A.]
[2026-03-12T16:40:07.759567Z] | [2.79] | [37f53a51] | [Banco Unión S.A.]
[2026-03-12T16:40:07.760880Z] | [0.57] | [52ae5abf] | [Banco Unión S.A.]
[2026-03-12T16:40:07.762215Z] | [0.88] | [3f342495] | [Banco Unión S.A.]
[2026-03-12T16:40:07.763533Z] | [0.51] | [725047fb] | [Banco Unión S.A.]
[2026-03-12T16:40:07.764882Z] | [1.86] | [8f29fc5f] | [Banco Unión S.A.]
[2026-03-12T16:40:07.766174Z] | [3.26] | [e9342533] | [Banco Unión S.A.]
[2026-03-12T16:40:07.767507Z] | [1.82] | [3506fe41] | [Banco Unión S.A.]
[2026-03-12T16:40:07.768810Z] | [3.64] | [fca1f63d] | [Banco Unión S.A.]
[2026-03-12T16:40:07.770120Z] | [2.17] | [a9da46f5] | [Banco Unión S.A.]
[2026-03-12T16:40:07.771436Z] | [3.52] | [d3871f7c] | [Banco Unión S.A.]
[2026-03-12T16:40:07.772759Z] | [2.64] | [91559c5f] | [Banco Unión S.A.]
[2026-03-12T16:40:07.774129Z] | [3.76] | [8f86f534] | [Banco Unión S.A.]
[2026-03-12T16:40:07.775483Z] | [1.07] | [ef3a91ba] | [Banco Unión S.A.]
[2026-03-12T16:40:07.776801Z] | [1.1] | [28956d3c] | [Banco Unión S.A.]
[2026-03-12T16:40:07.778176Z] | [1.26] | [74b2ec0f] | [Banco Unión S.A.]
[2026-03-12T16:40:07.779587Z] | [2.21] | [8736b724] | [Banco Unión S.A.]
[2026-03-12T16:40:07.781079Z] | [2.61] | [846da897] | [Banco Unión S.A.]
[2026-03-12T16:40:07.782390Z] | [2.28] | [64d25fce] | [Banco Unión S.A.]
[2026-03-12T16:40:07.783688Z] | [1.23] | [8b0873d4] | [Banco Unión S.A.]
[2026-03-12T16:40:07.784996Z] | [0.99] | [154e86ad] | [Banco Unión S.A.]
[2026-03-12T16:40:07.786378Z] | [3.21] | [b35819ba] | [Banco Unión S.A.]
[2026-03-12T16:40:07.787731Z] | [3.89] | [a8603308] | [Banco Unión S.A.]
[2026-03-12T16:40:07.789104Z] | [3.08] | [896f03e6] | [Banco Unión S.A.]
[2026-03-12T16:40:07.790504Z] | [2.41] | [35af9c10] | [Banco Unión S.A.]
[2026-03-12T16:40:07.791771Z] | [2.27] | [109aa118] | [Banco Unión S.A.]
[2026-03-12T16:40:07.792992Z] | [0.95] | [4b6f04ea] | [Banco Unión S.A.]
[2026-03-12T16:40:07.794210Z] | [2.39] | [2dc6d787] | [Banco Unión S.A.]
[2026-03-12T16:40:07.795504Z] | [1.57] | [9bcf9f3a] | [Banco Unión S.A.]
[2026-03-12T16:40:07.796858Z] | [1.89] | [d34bdae1] | [Banco Unión S.A.]
[2026-03-12T16:40:07.798181Z] | [1.81] | [e158479c] | [Banco Unión S.A.]
[2026-03-12T16:40:07.799557Z] | [3.98] | [c8cec0b1] | [Banco Unión S.A.]
[2026-03-12T16:40:07.800900Z] | [1.32] | [2d9b05e4] | [Banco Unión S.A.]
[2026-03-12T16:40:07.802259Z] | [3.15] | [af6e4e45] | [Banco Unión S.A.]
[2026-03-12T16:40:07.803590Z] | [3.74] | [ca300ab7] | [Banco Unión S.A.]
[2026-03-12T16:40:07.804920Z] | [1.91] | [4b22cb8c] | [Banco Unión S.A.]
[2026-03-12T16:40:07.806642Z] | [3.32] | [ef5bc383] | [Banco Unión S.A.]
[2026-03-12T16:40:07.807986Z] | [2.93] | [c1e259ed] | [Banco Unión S.A.]
[2026-03-12T16:40:07.809311Z] | [3.97] | [15043c2c] | [Banco Unión S.A.]
[2026-03-12T16:40:07.810701Z] | [2.7] | [7b939e09] | [Banco Unión S.A.]
[2026-03-12T16:40:07.812066Z] | [3.32] | [1804f293] | [Banco Unión S.A.]
[2026-03-12T16:40:07.813405Z] | [2.87] | [9334b987] | [Banco Unión S.A.]
[2026-03-12T16:40:07.814733Z] | [3.55] | [e7e2ac62] | [Banco Unión S.A.]
[2026-03-12T16:40:07.816058Z] | [0.54] | [97b400af] | [Banco Unión S.A.]
[2026-03-12T16:40:07.817377Z] | [1.96] | [d6c7d1c5] | [Banco Unión S.A.]
[2026-03-12T16:40:07.818693Z] | [2.4] | [e5547664] | [Banco Unión S.A.]
[2026-03-12T16:40:07.819983Z] | [0.84] | [8f6d45f7] | [Banco Unión S.A.]
[2026-03-12T16:40:07.822391Z] | [1.53] | [60718245] | [Banco Unión S.A.]
[2026-03-12T16:40:07.823821Z] | [3.65] | [bf76a6da] | [Banco Unión S.A.]
[2026-03-12T16:40:07.825439Z] | [1.88] | [dc7f59b7] | [Banco Unión S.A.]
[2026-03-12T16:40:07.826864Z] | [1.51] | [cdaa99b8] | [Banco Unión S.A.]
[2026-03-12T16:40:07.828283Z] | [1.14] | [8be6a21c] | [Banco Unión S.A.]
[2026-03-12T16:40:07.829697Z] | [1.64] | [a51cc159] | [Banco Unión S.A.]
[2026-03-12T16:40:07.831100Z] | [1.43] | [240cf892] | [Banco Unión S.A.]
[2026-03-12T16:40:07.832502Z] | [3.13] | [3eb28181] | [Banco Unión S.A.]
[2026-03-12T16:40:07.833917Z] | [2.23] | [a7a3bd94] | [Banco Unión S.A.]
[2026-03-12T16:40:07.835332Z] | [2.71] | [64b5153c] | [Banco Unión S.A.]
[2026-03-12T16:40:07.837709Z] | [2.72] | [9456a0e8] | [Banco Unión S.A.]
[2026-03-12T16:40:07.840862Z] | [2.52] | [4dff7e8f] | [Banco Unión S.A.]
[2026-03-12T16:40:07.842625Z] | [3.56] | [47c56c80] | [Banco Unión S.A.]
[2026-03-12T16:40:07.845318Z] | [3.73] | [492a715b] | [Banco Unión S.A.]
[2026-03-12T16:40:07.847180Z] | [1.5] | [a8885a35] | [Banco Unión S.A.]
[2026-03-12T16:40:07.849366Z] | [1.32] | [85e01c96] | [Banco Unión S.A.]
[2026-03-12T16:40:07.852792Z] | [1.28] | [6aa2e415] | [Banco Unión S.A.]
[2026-03-12T16:40:07.855016Z] | [2.94] | [b9f4d480] | [Banco Unión S.A.]
[2026-03-12T16:40:07.857271Z] | [2.0] | [5aaba698] | [Banco Unión S.A.]
[2026-03-12T16:40:07.859770Z] | [3.99] | [fb42190b] | [Banco Unión S.A.]
[2026-03-12T16:40:07.861350Z] | [2.2] | [8d222b46] | [Banco Unión S.A.]
[2026-03-12T16:40:07.862827Z] | [1.41] | [b2717897] | [Banco Unión S.A.]
[2026-03-12T16:40:07.864482Z] | [1.37] | [09ed5543] | [Banco Unión S.A.]
[2026-03-12T16:40:07.866348Z] | [1.61] | [7cc035c5] | [Banco Unión S.A.]
[2026-03-12T16:40:07.868561Z] | [3.94] | [abb4598b] | [Banco Unión S.A.]
[2026-03-12T16:40:07.870843Z] | [2.19] | [8e5e12b0] | [Banco Unión S.A.]
[2026-03-12T16:40:07.872349Z] | [0.55] | [2225ee3c] | [Banco Unión S.A.]
[2026-03-12T16:40:07.873753Z] | [1.79] | [4fceeb98] | [Banco Unión S.A.]
[2026-03-12T16:40:07.875385Z] | [2.89] | [2f7d0ada] | [Banco Unión S.A.]
[2026-03-12T16:40:07.877295Z] | [0.62] | [daad1ee1] | [Banco Unión S.A.]
[2026-03-12T16:40:07.879167Z] | [2.19] | [08ef4faf] | [Banco Unión S.A.]
[2026-03-12T16:40:07.880832Z] | [2.44] | [554d5e2f] | [Banco Unión S.A.]
[2026-03-12T16:40:07.882323Z] | [1.22] | [a6d13a20] | [Banco Unión S.A.]
[2026-03-12T16:40:07.884445Z] | [1.25] | [bcec360c] | [Banco Unión S.A.]
[2026-03-12T16:40:07.885974Z] | [3.35] | [36749d95] | [Banco Unión S.A.]
[2026-03-12T16:40:07.887459Z] | [0.91] | [225d67cd] | [Banco Unión S.A.]
[2026-03-12T16:40:07.888957Z] | [3.56] | [9ba2432c] | [Banco Unión S.A.]
[2026-03-12T16:40:07.890438Z] | [1.24] | [fa8d526d] | [Banco Unión S.A.]
[2026-03-12T16:40:07.892033Z] | [2.1] | [fcd2a8b8] | [Banco Unión S.A.]
[2026-03-12T16:40:07.893530Z] | [0.76] | [4c06b469] | [Banco Unión S.A.]
[2026-03-12T16:40:07.894999Z] | [1.45] | [ed003e89] | [Banco Unión S.A.]
[2026-03-12T16:40:07.896481Z] | [0.59] | [fc269251] | [Banco Unión S.A.]
[2026-03-12T16:40:07.898116Z] | [3.7] | [341ddea1] | [Banco Unión S.A.]
[2026-03-12T16:40:07.900742Z] | [3.47] | [f567a69b] | [Banco Unión S.A.]
[2026-03-12T16:40:07.902394Z] | [3.69] | [7536416f] | [Banco Unión S.A.]
[2026-03-12T16:40:07.903880Z] | [2.17] | [afb1934c] | [Banco Unión S.A.]
[2026-03-12T16:40:07.905299Z] | [2.49] | [e27be504] | [Banco Unión S.A.]
[2026-03-12T16:40:07.906683Z] | [1.44] | [1bc38478] | [Banco Unión S.A.]
[2026-03-12T16:40:07.908090Z] | [1.5] | [b2f4d8e4] | [Banco Unión S.A.]
[2026-03-12T16:40:07.909455Z] | [2.55] | [22b8651c] | [Banco Unión S.A.]
[2026-03-12T16:40:07.910861Z] | [0.89] | [016421c3] | [Banco Unión S.A.]
[2026-03-12T16:40:07.913304Z] | [0.93] | [445c011f] | [Banco Unión S.A.]
[2026-03-12T16:40:07.948178Z] | [1.19] | [47f17924] | [Banco Unión S.A.]
[2026-03-12T16:40:07.950478Z] | [3.38] | [7b634309] | [Banco Unión S.A.]
[2026-03-12T16:40:07.952188Z] | [3.24] | [8a1f3d0b] | [Banco Unión S.A.]
[2026-03-12T16:40:07.954153Z] | [3.6] | [84ef4244] | [Banco Unión S.A.]
[2026-03-12T16:40:07.956090Z] | [3.47] | [4d5412eb] | [Banco Unión S.A.]
[2026-03-12T16:40:07.958250Z] | [1.25] | [44fdc511] | [Banco Unión S.A.]
[2026-03-12T16:40:07.960613Z] | [0.91] | [7c4c27d5] | [Banco Unión S.A.]
[2026-03-12T16:40:07.963291Z] | [0.89] | [f5fdf9f5] | [Banco Unión S.A.]
[2026-03-12T16:40:07.965555Z] | [1.55] | [460ef8c2] | [Banco Unión S.A.]
[2026-03-12T16:40:07.972355Z] | [1.03] | [1c0c37fb] | [Banco Unión S.A.]
[2026-03-12T16:40:07.992991Z] | [2.16] | [cb3b4da4] | [Banco Unión S.A.]
[2026-03-12T16:40:07.999602Z] | [1.86] | [f7066a20] | [Banco Unión S.A.]
[2026-03-12T16:40:08.001634Z] | [2.19] | [5b2eea09] | [Banco Unión S.A.]
[2026-03-12T16:40:08.003496Z] | [2.51] | [c42270aa] | [Banco Unión S.A.]
